#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|web_id_locator(deprecated)
1654189|2006-04-16T21:14:09.210000|43.996|11.83|22.5|BULLETIN-SISPICK||||Md|2.5|Bollettino Sismico Italiano INGV|FORLI|0
1654199|2006-04-16T21:15:02.780000|43.957|11.798|27|BULLETIN-SISPICK||||Mw|4.3|TDMT Historical|FORLI|0
1654309|2006-04-17T02:44:05.800000|39.572|17.14|10|BULLETIN-SISPICK||||Mw|4.6|TDMT Historical|COSENZA|0
1654329|2006-04-17T03:10:25.600000|39.58|17.118|10|BULLETIN-SISPICK||||ML|2.8|Bollettino Sismico Italiano INGV|COSENZA|0
1654339|2006-04-17T03:54:58.520000|42.437|18.707|10|BULLETIN-SISPICK||||ML|2.8|Bollettino Sismico Italiano INGV|Adriatico_meridionale|0
1654379|2006-04-17T05:12:12.260000|37.732|15.111|3.9|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|CATANIA|0
1654429|2006-04-17T08:43:55.980000|36.951|16.4|32.4|BULLETIN-SISPICK||||ML|2.9|Bollettino Sismico Italiano INGV|Mar_Ionio           |0
1654509|2006-04-17T12:31:03.240000|38.405|13.644|5|BULLETIN-SISPICK||||ML|2.9|Bollettino Sismico Italiano INGV|PALERMO|0
1654539|2006-04-17T12:48:58.550000|39.953|15.795|42|BULLETIN-SISPICK||||Md|2.2|Bollettino Sismico Italiano INGV|COSENZA|0
1654529|2006-04-17T12:49:00.760000|44.583|10.043|8.5|BULLETIN-SISPICK||||ML|2.7|Bollettino Sismico Italiano INGV|PARMA|0
1654549|2006-04-17T12:59:37.210000|44.579|10.051|10.7|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|PARMA|0
1654629|2006-04-17T20:16:28.170000|38.426|14.899|16.2|BULLETIN-SISPICK||||ML|2.6|Bollettino Sismico Italiano INGV|MESSINA|0
1654679|2006-04-17T21:42:58.250000|43.621|10.213|9.1|BULLETIN-SISPICK||||ML|3.8|Bollettino Sismico Italiano INGV|LIVORNO|0
1654859|2006-04-18T05:01:23.820000|42.752|13.389|10.2|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|ASCOLI PICENO|0
1654969|2006-04-18T19:19:01.290000|42.577|17.714|10|BULLETIN-SISPICK||||ML|3.7|Bollettino Sismico Italiano INGV|Adriatico_meridionale|0
1654979|2006-04-18T19:31:41.380000|38.85|15.208|10|BULLETIN-SISPICK||||ML|3.0|Bollettino Sismico Italiano INGV|MESSINA|0
1654999|2006-04-19T02:59:45.640000|39.568|17.13|10|BULLETIN-SISPICK||||ML|2.8|Bollettino Sismico Italiano INGV|COSENZA|0
1655019|2006-04-19T04:15:05.040000|40.234|15.982|21.7|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|POTENZA|0
1655099|2006-04-19T18:36:55.840000|41.518|13.122|8.1|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|LATINA|0
1655259|2006-04-20T10:02:20.410000|37.254|15.112|10|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|SIRACUSA|0
1655389|2006-04-21T00:55:14.530000|46.32|13.501|5|BULLETIN-SISPICK||||Md|2.1|Bollettino Sismico Italiano INGV|UDINE|0
1655409|2006-04-21T01:33:03.840000|38.611|13.515|10|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|PALERMO|0
1655529|2006-04-21T09:56:22.380000|37.181|14.924|8|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|SIRACUSA|0
1655639|2006-04-21T15:41:04.530000|37.453|15.087|10|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|CATANIA|0
1655649|2006-04-21T16:07:19.130000|43.314|13.219|4.3|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|MACERATA|0
1655689|2006-04-21T17:00:59.730000|42.663|12.778|4.9|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|TERNI|0
1655789|2006-04-22T05:02:47.270000|44.831|9.385|9.7|BULLETIN-SISPICK||||ML|3.1|Bollettino Sismico Italiano INGV|PAVIA|0
1655819|2006-04-22T07:56:34.570000|42.614|12.551|10|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|TERNI|0
1655829|2006-04-22T08:15:48.630000|40.235|15.911|9.2|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|POTENZA|0
1655899|2006-04-22T16:48:17.480000|45.77|11.012|10|BULLETIN-SISPICK||||ML|2.6|Bollettino Sismico Italiano INGV|TRENTO|0
1656149|2006-04-23T08:47:06.620000|37.915|14.362|2.5|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|MESSINA|0
1656199|2006-04-23T14:42:38.190000|37.038|15.053|23.9|BULLETIN-SISPICK||||Mw|3.9|TDMT Historical|SIRACUSA|0
1656229|2006-04-23T16:21:35.370000|46.113|13.758|5.1|BULLETIN-SISPICK||||ML|3.1|Bollettino Sismico Italiano INGV|UDINE|0
1656389|2006-04-24T00:28:00.650000|38.083|15.165|38|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|MESSINA|0
1656519|2006-04-24T09:11:48.880000|38.48|14.944|8.8|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|MESSINA|0
1656539|2006-04-24T09:57:25.520000|37.14|15.207|11|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|SIRACUSA|0
1656549|2006-04-24T09:59:41.720000|40.567|15.578|10.8|BULLETIN-SISPICK||||ML|2.6|Bollettino Sismico Italiano INGV|POTENZA|0
1656559|2006-04-24T11:48:05.950000|44.046|8.999|10|BULLETIN-SISPICK||||ML|3.2|Bollettino Sismico Italiano INGV|GENOVA|0
1656589|2006-04-24T14:12:21.670000|44.078|9.001|10|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|GENOVA|0
1656699|2006-04-24T22:13:18.790000|38.421|15.564|133.7|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|MESSINA|0
1656719|2006-04-24T23:48:58.230000|42.625|12.559|5.8|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|TERNI|0
1656729|2006-04-24T23:51:25.750000|42.613|12.55|10|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|TERNI|0
1656769|2006-04-25T02:24:54.970000|42.629|12.565|6.4|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|TERNI|0
1656799|2006-04-25T03:16:21.600000|43.656|10.196|10|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|LIVORNO|0
1656839|2006-04-25T04:24:46.460000|44.517|8.431|9.1|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|SAVONA|0
1657039|2006-04-25T14:27:57.730000|38.166|15.097|7.5|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|MESSINA|0
1657049|2006-04-25T14:36:58.630000|38.166|15.093|7.4|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|MESSINA|0
1657109|2006-04-25T21:18:36.270000|43.835|12.022|7.6|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|FORLI|0
1657129|2006-04-25T21:39:28.190000|43.468|12.363|7.7|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1657239|2006-04-26T05:31:59.220000|43.073|12.616|15.1|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|PERUGIA|0
1657279|2006-04-26T09:54:51.410000|37.171|15.065|13.7|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|SIRACUSA|0
1657329|2006-04-26T12:50:37.430000|38.147|15.084|10|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|MESSINA|0
1657349|2006-04-26T13:58:53.270000|37.285|15.047|10|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|SIRACUSA|0
1657409|2006-04-26T20:10:05.100000|42.755|12.506|4.8|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1657449|2006-04-26T22:13:45.530000|42.978|12.892|9.9|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|MACERATA|0
1657609|2006-04-27T12:09:14.260000|41.79|13.529|11.1|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|L`AQUILA|0
1657649|2006-04-27T16:43:40.780000|43.042|12.916|13.8|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|MACERATA|0
1657699|2006-04-27T18:53:18.480000|43.068|12.629|6.6|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|PERUGIA|0
1657709|2006-04-27T19:06:40.850000|42.62|12.563|5.7|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|TERNI|0
1657749|2006-04-27T19:51:44.760000|44.546|6.824|10|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|CUNEO|0
1657809|2006-04-28T01:52:52.330000|42.765|12.525|10|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1657999|2006-04-28T09:56:21.930000|37.148|15.16|10|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|SIRACUSA|0
1658019|2006-04-28T10:40:32.860000|37.206|15.146|10|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|SIRACUSA|0
1658029|2006-04-28T10:47:58.090000|46.126|14.959|10|BULLETIN-SISPICK||||ML|2.9|Bollettino Sismico Italiano INGV|Northwestern Balkan Peninsula|0
1658049|2006-04-28T12:46:30.250000|43.794|12.426|18.4|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|PESARO|0
1658169|2006-04-28T19:18:35.940000|37.807|14.397|48.7|BULLETIN-SISPICK||||ML|2.7|Bollettino Sismico Italiano INGV|ENNA|0
1658219|2006-04-28T19:57:59.640000|44.596|10.055|3.2|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|PARMA|0
1658249|2006-04-28T20:21:28.680000|44.595|10.063|5.7|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|PARMA|0
1658419|2006-04-29T12:58:04.210000|44.944|11.975|38|BULLETIN-SISPICK||||ML|2.9|Bollettino Sismico Italiano INGV|FERRARA|0
1658449|2006-04-29T19:29:25.020000|42.627|12.53|10|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|TERNI|0
1658489|2006-04-29T21:49:44.000000|41.869|15.638|10|BULLETIN-SISPICK||||ML|2.9|Bollettino Sismico Italiano INGV|FOGGIA|0
1658639|2006-04-30T11:01:29.970000|42.622|12.571|2.5|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|TERNI|0
1658649|2006-04-30T11:32:33.180000|41.846|15.467|10|BULLETIN-SISPICK||||Md|2.1|Bollettino Sismico Italiano INGV|FOGGIA|0
1658719|2006-04-30T21:07:57.100000|41.467|15.699|6.1|BULLETIN-SISPICK||||ML|3.0|Bollettino Sismico Italiano INGV|FOGGIA|0
1658739|2006-04-30T22:05:03.190000|39.861|16.038|5|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|COSENZA|0
1658749|2006-04-30T23:45:58.440000|42.632|12.544|10|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|TERNI|0
1658759|2006-05-01T00:21:30.120000|42.623|12.561|10|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|TERNI|0
1658799|2006-05-01T04:05:34.480000|42.609|12.549|10|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|TERNI|0
1658829|2006-05-01T04:44:05.090000|42.619|12.562|10|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|TERNI|0
1658839|2006-05-01T05:53:33.450000|42.68|12.559|10|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|TERNI|0
1658849|2006-05-01T05:57:32.770000|42.635|12.572|3.2|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|TERNI|0
1658869|2006-05-01T08:11:01.930000|42.631|12.547|10|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|TERNI|0
1658889|2006-05-01T10:58:38.400000|44.628|10.084|8.8|BULLETIN-SISPICK||||ML|2.7|Bollettino Sismico Italiano INGV|PARMA|0
1658949|2006-05-01T15:59:14.880000|42.619|12.555|10|BULLETIN-SISPICK||||ML|2.8|Bollettino Sismico Italiano INGV|TERNI|0
1658969|2006-05-01T16:39:01.740000|42.621|12.561|10|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|TERNI|0
1658999|2006-05-01T18:06:18.790000|44.601|10.067|6.2|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|PARMA|0
1659029|2006-05-01T19:09:59.690000|36.575|15.834|28.4|BULLETIN-SISPICK||||ML|2.9|Bollettino Sismico Italiano INGV|Mar_di_Sicilia      |0
1659089|2006-05-01T23:57:17.090000|42.633|12.551|5|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|TERNI|0
1659119|2006-05-02T04:05:32.440000|44.178|11.802|10|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|FORLI|0
1659139|2006-05-02T04:58:51.200000|44.843|7.655|10|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|TORINO|0
1659149|2006-05-02T07:30:52.150000|38.626|14.674|20.2|BULLETIN-SISPICK||||ML|2.7|Bollettino Sismico Italiano INGV|MESSINA|0
1659169|2006-05-02T09:08:54.980000|37.266|15.071|9.7|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|SIRACUSA|0
1659189|2006-05-02T09:59:30.820000|37.14|15.164|10|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|SIRACUSA|0
1659239|2006-05-02T16:04:47.920000|37.924|15.557|42|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|MESSINA|0
1659369|2006-05-03T03:32:18.520000|43.088|13.496|5|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|ASCOLI PICENO|0
1659379|2006-05-03T04:49:32.120000|43.095|13.493|10|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|ASCOLI PICENO|0
1659489|2006-05-03T12:39:20.840000|37.898|14.328|10|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|MESSINA|0
1659519|2006-05-03T16:20:24.500000|41.718|14.783|21.9|BULLETIN-SISPICK||||ML|2.7|Bollettino Sismico Italiano INGV|CAMPOBASSO|0
1659529|2006-05-03T16:26:01.110000|41.721|14.802|10|BULLETIN-SISPICK||||Md|2.4|Bollettino Sismico Italiano INGV|CAMPOBASSO|0
1659609|2006-05-03T21:37:50.690000|37.061|16.103|8.7|BULLETIN-SISPICK||||ML|3.2|Bollettino Sismico Italiano INGV|Mar_Ionio           |0
1659639|2006-05-04T00:55:47.510000|43.078|13.493|10|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|ASCOLI PICENO|0
1659649|2006-05-04T00:56:14.000000|43.084|13.464|10|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|ASCOLI PICENO|0
1659669|2006-05-04T02:05:46.410000|45.009|8.944|10|BULLETIN-SISPICK||||Md|2.3|Bollettino Sismico Italiano INGV|PAVIA|0
1659799|2006-05-04T13:18:47.660000|44.369|12.322|11.9|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|RAVENNA|0
1659809|2006-05-04T13:43:21.660000|44.151|7.616|10|BULLETIN-SISPICK||||Md|2.1|Bollettino Sismico Italiano INGV|CUNEO|0
1659849|2006-05-04T18:24:46.660000|43.08|12.544|22|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1659859|2006-05-04T18:31:41.620000|41.059|12.736|10|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|LATINA|0
1659959|2006-05-05T08:16:10.870000|43.331|13.278|5|BULLETIN-SISPICK||||Md|2.3|Bollettino Sismico Italiano INGV|MACERATA|0
1659969|2006-05-05T08:59:09.340000|42.733|12.562|10|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|TERNI|0
1659999|2006-05-05T13:50:31.260000|42.323|15.961|10|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|FOGGIA|0
1660029|2006-05-05T15:08:01.610000|37.39|14.313|10|BULLETIN-SISPICK||||ML|2.6|Bollettino Sismico Italiano INGV|ENNA|0
1660039|2006-05-05T16:09:05.200000|43.336|13.272|5|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|MACERATA|0
1660059|2006-05-05T18:54:19.210000|42.679|13.555|15|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|TERAMO|0
1660079|2006-05-05T20:08:42.070000|43.061|12.561|5|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|PERUGIA|0
1660089|2006-05-05T20:49:23.320000|38.846|15.191|13.8|BULLETIN-SISPICK||||ML|3.3|Bollettino Sismico Italiano INGV|MESSINA|0
1660099|2006-05-05T23:33:45.780000|43.047|12.504|10|BULLETIN-SISPICK||||Md|2.2|Bollettino Sismico Italiano INGV|PERUGIA|0
1660179|2006-05-06T08:50:46.870000|43.179|12.798|10|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1660289|2006-05-06T21:09:09.890000|38.846|15.243|5.5|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|MESSINA|0
1660309|2006-05-06T22:09:01.730000|43.045|12.587|4.5|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1660329|2006-05-06T22:42:35.670000|43.045|12.569|5.7|BULLETIN-SISPICK||||ML|3.3|Bollettino Sismico Italiano INGV|PERUGIA|0
1660349|2006-05-06T22:50:44.580000|43.055|12.564|4.3|BULLETIN-SISPICK||||ML|3.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1660369|2006-05-06T23:14:38.150000|43.052|12.579|6.3|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|PERUGIA|0
1660379|2006-05-06T23:57:24.260000|42.62|12.571|7.7|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|TERNI|0
1660399|2006-05-07T01:01:01.300000|43.053|12.579|7.5|BULLETIN-SISPICK||||Md|2.1|Bollettino Sismico Italiano INGV|PERUGIA|0
1660529|2006-05-07T14:27:00.910000|40.701|15.457|9.2|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|SALERNO|0
1660579|2006-05-07T15:47:48.000000|36.333|12.792|10|BULLETIN-SISPICK||||ML|3.3|Bollettino Sismico Italiano INGV|Mar_di_Sicilia      |0
1660619|2006-05-07T19:25:18.800000|38.469|15.506|133.7|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|MESSINA|0
1660669|2006-05-07T22:15:45.280000|36.989|16.46|10|BULLETIN-SISPICK||||ML|2.9|Bollettino Sismico Italiano INGV|Mar_Ionio           |0
1660689|2006-05-07T22:54:01.500000|43.041|12.57|5.9|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|PERUGIA|0
1660709|2006-05-08T00:40:15.210000|42.994|12.935|10|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|MACERATA|0
1660729|2006-05-08T01:08:07.410000|41.854|15.633|5.3|BULLETIN-SISPICK||||Md|2.7|Bollettino Sismico Italiano INGV|FOGGIA|0
1660749|2006-05-08T01:30:13.180000|41.821|15.622|10|BULLETIN-SISPICK||||Md|2.2|Bollettino Sismico Italiano INGV|FOGGIA|0
1660799|2006-05-08T04:05:11.830000|36.321|12.78|10|BULLETIN-SISPICK||||ML|3.5|Bollettino Sismico Italiano INGV|Mar_di_Sicilia      |0
1660879|2006-05-08T15:18:12.140000|44.927|9.159|10|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|PAVIA|0
1660949|2006-05-08T18:41:42.430000|42.754|12.799|7.8|BULLETIN-SISPICK||||ML|2.4|Bollettino Sismico Italiano INGV|PERUGIA|0
1660979|2006-05-08T20:42:59.520000|36.187|12.806|10|BULLETIN-SISPICK||||ML|3.0|Bollettino Sismico Italiano INGV|Mar_di_Sicilia      |0
1660999|2006-05-09T00:23:30.520000|45.259|6.459|10|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|TORINO|0
1661009|2006-05-09T01:05:10.190000|38.252|15.216|115.4|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|MESSINA|0
1661039|2006-05-09T03:48:23.050000|46.355|13.535|10.7|BULLETIN-SISPICK||||Md|2.4|Bollettino Sismico Italiano INGV|UDINE|0
1661059|2006-05-09T07:31:09.470000|38.613|14.616|19.9|BULLETIN-SISPICK||||Mw|3.5|TDMT Historical|MESSINA|0
1661099|2006-05-09T12:22:02.070000|43.051|12.547|9.4|BULLETIN-SISPICK||||Md|2.3|Bollettino Sismico Italiano INGV|PERUGIA|0
1661139|2006-05-10T00:24:27.280000|38.383|12.581|5|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|TRAPANI|0
1661159|2006-05-10T01:44:05.970000|36.418|14.908|10|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|RAGUSA|0
1661169|2006-05-10T02:44:16.950000|46.434|9.872|10|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|SONDRIO|0
1661229|2006-05-10T07:47:31.090000|44.582|10.059|6.7|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|PARMA|0
1661279|2006-05-10T16:46:29.960000|43.412|13.209|9.1|BULLETIN-SISPICK||||Md|2.0|Bollettino Sismico Italiano INGV|ANCONA|0
1661329|2006-05-10T21:59:17.540000|39.789|15.98|2.2|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|COSENZA|0
1661419|2006-05-11T04:56:58.870000|43.175|12.821|3.1|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|PERUGIA|0
1661429|2006-05-11T09:06:58.250000|38.415|15.469|125.7|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|MESSINA|0
1661459|2006-05-11T11:16:33.960000|41.94|13.006|8|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|ROMA|0
1661479|2006-05-11T12:54:22.250000|43.356|12.569|2|BULLETIN-SISPICK||||ML|2.7|Bollettino Sismico Italiano INGV|PERUGIA|0
1661529|2006-05-11T16:01:01.840000|43.058|12.901|7.8|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|MACERATA|0
1661629|2006-05-12T08:01:35.720000|39.889|16.019|8.2|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|COSENZA|0
1661649|2006-05-12T08:44:50.840000|43.317|13.228|5|BULLETIN-SISPICK||||ML|2.1|Bollettino Sismico Italiano INGV|MACERATA|0
1661709|2006-05-12T10:39:17.760000|38.523|13.757|10|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|PALERMO|0
1661789|2006-05-12T19:26:35.140000|43.047|12.569|8.7|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|PERUGIA|0
1661949|2006-05-13T08:45:54.970000|38.638|15.873|35|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|VIBO VALENTIA|0
1662009|2006-05-13T12:01:08.820000|46.913|13.192|10|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|UDINE|0
1662019|2006-05-13T12:07:09.010000|46.904|13.161|10|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|UDINE|0
1662039|2006-05-13T15:44:01.890000|45.235|7.313|10|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|TORINO|0
1662059|2006-05-13T16:20:56.500000|44.142|12.055|2.6|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|FORLI|0
1662069|2006-05-13T16:22:18.010000|44.132|12.043|1.1|BULLETIN-SISPICK||||ML|3.0|Bollettino Sismico Italiano INGV|FORLI|0
1662159|2006-05-14T05:24:36.320000|43.166|12.553|7.5|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|PERUGIA|0
1662189|2006-05-14T15:17:51.590000|36.773|14.193|10|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|RAGUSA|0
1662279|2006-05-15T01:35:31.780000|43.054|12.522|10.4|BULLETIN-SISPICK||||Md|2.2|Bollettino Sismico Italiano INGV|PERUGIA|0
1662299|2006-05-15T02:19:53.030000|43.086|13.479|4.8|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|ASCOLI PICENO|0
1662379|2006-05-15T17:25:01.370000|43.076|13.494|3.8|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|ASCOLI PICENO|0
1662429|2006-05-15T23:52:02.160000|37.641|15.72|5.5|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|REGGIO CALABRIA|0
1662519|2006-05-16T09:04:23.510000|40.544|17.305|6.1|BULLETIN-SISPICK||||Md|2.1|Bollettino Sismico Italiano INGV|TARANTO|0
1662529|2006-05-16T09:21:30.640000|37.646|15.253|4.6|BULLETIN-SISPICK||||ML|2.0|Bollettino Sismico Italiano INGV|CATANIA|0
1662639|2006-05-16T21:02:51.810000|42.624|12.56|6.3|BULLETIN-SISPICK||||Mw|3.5|TDMT Historical|TERNI|0
1662659|2006-05-16T21:29:38.070000|38.192|14.85|124.3|BULLETIN-SISPICK||||ML|2.6|Bollettino Sismico Italiano INGV|MESSINA|0
1662909|2006-05-17T21:11:50.740000|38.329|12.385|5|BULLETIN-SISPICK||||ML|2.8|Bollettino Sismico Italiano INGV|TRAPANI|0
1662959|2006-05-17T23:28:45.670000|41.272|13.985|8.7|BULLETIN-SISPICK||||ML|2.3|Bollettino Sismico Italiano INGV|CASERTA|0
1662999|2006-05-18T03:51:26.770000|44.621|9.265|4.1|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|GENOVA|0
1663009|2006-05-18T04:58:41.620000|43.163|12.557|6.1|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|PERUGIA|0
1663099|2006-05-18T16:10:04.770000|36.143|14.601|10|BULLETIN-SISPICK||||ML|2.5|Bollettino Sismico Italiano INGV|Mar_di_Sicilia      |0
1663109|2006-05-18T17:45:05.620000|37.819|14.492|31.6|BULLETIN-SISPICK||||ML|2.2|Bollettino Sismico Italiano INGV|ENNA|0
1663139|2006-05-18T20:39:11.310000|44.972|6.767|18.2|BULLETIN-SISPICK||||ML|2.8|Bollettino Sismico Italiano INGV|TORINO|0
